sample,time_s,rpm,crank_phase_deg,cylinder,bank
237338,5.381814059,13643.893,73.307755,5,B
237377,5.382698413,13645.239,145.707581,1,A
237415,5.383560091,13646.552,216.257874,6,B
237454,5.384444444,13647.896,288.671814,2,A
237493,5.385328798,13649.242,361.092865,7,B
237532,5.386213152,13650.587,433.521088,3,A
237570,5.387074830,13651.896,504.099030,8,B
237609,5.387959184,13653.241,576.541321,4,A
237648,5.388843537,13654.584,648.990723,9,B
237687,5.389727891,13655.927,1.447287,0,A
237725,5.390589569,13657.235,72.052826,5,B
237764,5.391473923,13658.576,144.523438,1,A
237803,5.392358277,13659.918,217.001175,6,B
237842,5.393242630,13661.260,289.486023,2,A
237880,5.394104308,13662.565,360.119110,7,B
237919,5.394988662,13663.904,432.618011,3,A
237958,5.395873016,13665.244,505.123993,8,B
237997,5.396757370,13666.583,577.637085,4,A
238035,5.397619048,13667.887,648.297729,9,B
238074,5.398503401,13669.224,0.824844,0,A
238113,5.399387755,13670.562,73.359062,5,B
238151,5.400249433,13671.863,144.040253,1,A
238190,5.401133787,13673.200,216.588470,6,B
238229,5.402018141,13674.536,289.143768,2,A
238268,5.402902494,13675.871,361.706177,7,B
238306,5.403764172,13677.172,432.414795,3,A
238345,5.404648526,13678.505,504.991180,8,B
238384,5.405532880,13679.839,577.574646,4,A
238422,5.406394558,13681.138,648.303772,9,B
238461,5.407278912,13682.471,0.901193,0,A
238500,5.408163265,13683.803,73.505684,5,B
238538,5.409024943,13685.100,144.255310,1,A
238577,5.409909297,13686.431,216.873749,6,B
238616,5.410793651,13687.762,289.499237,2,A
238654,5.411655329,13689.058,360.269348,7,B
238693,5.412539683,13690.387,432.908783,3,A
238732,5.413424036,13691.716,505.555267,8,B
238770,5.414285714,13693.010,576.345764,4,A
238809,5.415170068,13694.338,649.006165,9,B
238848,5.416054422,13695.665,1.673641,0,A
238886,5.416916100,13696.958,72.484589,5,B
238925,5.417800454,13698.284,145.165939,1,A
238964,5.418684807,13699.610,217.854324,6,B
239002,5.419546485,13700.901,288.685669,2,A
239041,5.420430839,13702.227,361.387939,7,B
239079,5.421292517,13703.517,432.232788,3,A
239118,5.422176871,13704.840,504.948944,8,B
239157,5.423061224,13706.164,577.672119,4,A
239195,5.423922902,13707.452,648.537292,9,B
239234,5.424807256,13708.774,1.274326,0,A
239272,5.425668934,13710.062,72.153038,5,B
239311,5.426553288,13711.383,144.903900,1,A
239350,5.427437642,13712.703,217.661774,6,B
239388,5.428299320,13713.990,288.560791,2,A
239427,5.429183673,13715.310,361.332489,7,B
239465,5.430045351,13716.595,432.244995,3,A
239504,5.430929705,13717.913,505.030518,8,B
239543,5.431814059,13719.231,577.823059,4,A
239581,5.432675737,13720.515,648.755798,9,B
239620,5.433560091,13721.832,1.562113,0,A
239658,5.434421769,13723.114,72.508324,5,B
239697,5.435306122,13724.431,145.328430,1,A
239735,5.436167800,13725.712,216.288071,6,B
239774,5.437052154,13727.027,289.121948,2,A
239812,5.437913832,13728.308,360.095032,7,B
239851,5.438798186,13729.622,432.942688,3,A
239890,5.439682540,13730.936,505.797302,8,B
239928,5.440544218,13732.214,576.790588,4,A
239967,5.441428571,13733.526,649.658936,9,B
240005,5.442290249,13734.805,0.665600,0,A
240044,5.443174603,13736.115,73.547722,5,B
240082,5.444036281,13737.393,144.567764,1,A
240121,5.444920635,13738.702,217.463608,6,B
240159,5.445782313,13739.979,288.497040,2,A
240198,5.446666667,13741.287,361.406586,7,B
240236,5.447528345,13742.563,432.453369,3,A
240275,5.448412698,13743.871,505.376648,8,B
240313,5.449274376,13745.145,576.436768,4,A
240352,5.450158730,13746.452,649.373779,9,B
240390,5.451020408,13747.725,0.447225,0,A
240429,5.451904762,13749.031,73.397888,5,B
240467,5.452766440,13750.303,144.484695,1,A
240506,5.453650794,13751.607,217.449036,6,B
240544,5.454512472,13752.878,288.549133,2,A
240583,5.455396825,13754.182,361.527161,7,B
240621,5.456258503,13755.452,432.640564,3,A
240660,5.457142857,13756.755,505.632233,8,B
240698,5.458004535,13758.024,576.758972,4,A
240737,5.458888889,13759.326,649.764282,9,B
240775,5.459750567,13760.593,0.904273,0,A
240813,5.460612245,13761.860,72.050835,5,B
240852,5.461496599,13763.161,145.076492,1,A
240890,5.462358277,13764.427,216.236328,6,B
240929,5.463242630,13765.726,289.275604,2,A
240967,5.464104308,13766.991,360.448700,7,B
241006,5.464988662,13768.289,433.501556,3,A
241044,5.465850340,13769.554,504.687897,8,B
241083,5.466734694,13770.851,577.754395,4,A
241121,5.467596372,13772.113,648.953979,9,B
241159,5.468458050,13773.376,0.160074,0,A
241198,5.469342404,13774.670,73.246819,5,B
241236,5.470204082,13775.933,144.466156,1,A
241275,5.471088435,13777.228,217.566467,6,B
241313,5.471950113,13778.488,288.799011,2,A
241351,5.472811791,13779.748,360.038086,7,B
241390,5.473696145,13781.041,433.158630,3,A
241428,5.474557823,13782.301,504.410889,8,B
241467,5.475442177,13783.592,577.544983,4,A
241505,5.476303855,13784.850,648.810425,9,B
241543,5.477165533,13786.106,0.082351,0,A
241582,5.478049887,13787.396,73.236633,5,B
241620,5.478911565,13788.652,144.521744,1,A
241659,5.479795918,13789.941,217.689529,6,B
241697,5.480657596,13791.197,288.987793,2,A
241735,5.481519274,13792.452,360.292572,7,B
241774,5.482403628,13793.740,433.480499,3,A
241812,5.483265306,13794.994,504.798401,8,B
241850,5.484126984,13796.247,576.122803,4,A
241889,5.485011338,13797.532,649.330872,9,B
241927,5.485873016,13798.785,0.668368,0,A
241965,5.486734694,13800.037,72.012344,5,B
242004,5.487619048,13801.320,145.240524,1,A
242042,5.488480726,13802.571,216.597610,6,B
242081,5.489365079,13803.854,289.839233,2,A
242119,5.490226757,13805.104,361.209412,7,B
242157,5.491088435,13806.354,432.586060,3,A
242196,5.491972789,13807.636,505.847748,8,B
242234,5.492834467,13808.884,577.237488,4,A
242272,5.493696145,13810.131,648.633667,9,B
242310,5.494557823,13811.377,0.036278,0,A
242349,5.495442177,13812.657,73.324623,5,B
242387,5.496303855,13813.902,144.740311,1,A
242425,5.497165533,13815.149,216.162430,6,B
242464,5.498049887,13816.427,289.470764,2,A
242502,5.498911565,13817.670,360.905945,7,B
242540,5.499773243,13818.914,432.347534,3,A
242579,5.500657596,13820.190,505.675873,8,B
242617,5.501519274,13821.434,577.130493,4,A
242655,5.502380952,13822.677,648.591553,9,B
242693,5.503242630,13823.918,0.059008,0,A
242732,5.504126984,13825.192,73.413872,5,B
242770,5.504988662,13826.433,144.894348,1,A
242808,5.505850340,13827.673,216.381241,6,B
242847,5.506734694,13828.945,289.756012,2,A
242885,5.507596372,13830.185,361.255890,7,B
242923,5.508458050,13831.423,432.762177,3,A
242961,5.509319728,13832.661,504.274872,8,B
243000,5.510204082,13833.932,577.676086,4,A
243038,5.511065760,13835.169,649.201782,9,B
243076,5.511927438,13836.405,0.733809,0,A
243114,5.512789116,13837.641,72.272247,5,B
243153,5.513673469,13838.908,145.699921,1,A
243191,5.514535147,13840.145,217.251297,6,B
243229,5.515396825,13841.379,288.809052,2,A
243267,5.516258503,13842.612,360.373199,7,B
243306,5.517142857,13843.878,433.827240,3,A
243344,5.518004535,13845.111,505.404297,8,B
243382,5.518866213,13846.344,576.987732,4,A
243420,5.519727891,13847.576,648.577576,9,B
243458,5.520589569,13848.807,0.173728,0,A
243497,5.521473923,13850.071,73.660629,5,B
243535,5.522335601,13851.301,145.269699,1,A
243573,5.523197279,13852.530,216.885132,6,B
243611,5.524058957,13853.759,288.506897,2,A
243649,5.524920635,13854.987,360.135040,7,B
243688,5.525804989,13856.248,433.654755,3,A
243726,5.526666667,13857.477,505.295746,8,B
243764,5.527528345,13858.703,576.943115,4,A
243802,5.528390023,13859.930,648.596802,9,B
243840,5.529251701,13861.156,0.256821,0,A
243879,5.530136054,13862.414,73.809235,5,B
243917,5.530997732,13863.638,145.482101,1,A
243955,5.531859410,13864.863,217.161301,6,B
243993,5.532721088,13866.087,288.846832,2,A
244031,5.533582766,13867.310,360.538696,7,B
244069,5.534444444,13868.533,432.236877,3,A
244108,5.535328798,13869.788,505.828430,8,B
244146,5.536190476,13871.010,577.539429,4,A
244184,5.537052154,13872.230,649.256714,9,B
244222,5.537913832,13873.451,0.980326,0,A
244260,5.538775510,13874.672,72.710251,5,B
244298,5.539637188,13875.891,144.446487,1,A
244336,5.540498866,13877.110,216.189011,6,B
244375,5.541383220,13878.360,289.826080,2,A
244413,5.542244898,13879.579,361.581360,7,B
244451,5.543106576,13880.797,433.342957,3,A
244489,5.543968254,13882.014,505.110870,8,B
244527,5.544829932,13883.229,576.885010,4,A
244565,5.545691610,13884.445,648.665527,9,B
244603,5.546553288,13885.661,0.452261,0,A
244641,5.547414966,13886.876,72.245300,5,B
244679,5.548276644,13888.091,144.044617,1,A
244718,5.549160998,13889.337,217.739914,6,B
244756,5.550022676,13890.550,289.551941,2,A
244794,5.550884354,13891.763,361.370239,7,B
244832,5.551746032,13892.975,433.194824,3,A
244870,5.552607710,13894.186,505.025665,8,B
244908,5.553469388,13895.396,576.862732,4,A
244946,5.554331066,13896.608,648.706116,9,B
244984,5.555192744,13897.817,0.555735,0,A
245022,5.556054422,13899.027,72.411606,5,B
245060,5.556916100,13900.237,144.273727,1,A
245098,5.557777778,13901.444,216.142105,6,B
245136,5.558639456,13902.653,288.016724,2,A
245175,5.559523810,13903.892,361.789276,7,B
245213,5.560385488,13905.099,433.676544,3,A
245251,5.561247166,13906.306,505.570038,8,B
245289,5.562108844,13907.512,577.469788,4,A
245327,5.562970522,13908.717,649.375793,9,B
245365,5.563832200,13909.921,1.287970,0,A
245403,5.564693878,13911.124,73.206398,5,B
245441,5.565555556,13912.328,145.131058,1,A
245479,5.566417234,13913.531,217.061935,6,B
245517,5.567278912,13914.734,288.999023,2,A
245555,5.568140590,13915.937,360.942352,7,B
245593,5.569002268,13917.138,432.891876,3,A
245631,5.569863946,13918.339,504.847595,8,B
245669,5.570725624,13919.539,576.809509,4,A
245707,5.571587302,13920.738,648.777710,9,B
245745,5.572448980,13921.938,0.752035,0,A
245783,5.573310658,13923.137,72.732582,5,B
245821,5.574172336,13924.336,144.719330,1,A
245859,5.575034014,13925.533,216.712265,6,B
245897,5.575895692,13926.729,288.711395,2,A
245935,5.576757370,13927.927,360.716705,7,B
245973,5.577619048,13929.123,432.728210,3,A
246011,5.578480726,13930.319,504.745911,8,B
246049,5.579342404,13931.514,576.769775,4,A
246087,5.580204082,13932.708,648.799805,9,B
246125,5.581065760,13933.901,0.836016,0,A
246163,5.581927438,13935.095,72.878403,5,B
246201,5.582789116,13936.287,144.926956,1,A
246239,5.583650794,13937.479,216.981674,6,B
246277,5.584512472,13938.672,289.042572,2,A
246315,5.585374150,13939.863,361.109589,7,B
246353,5.586235828,13941.055,433.182800,3,A
246391,5.587097506,13942.244,505.262146,8,B
246429,5.587959184,13943.434,577.347656,4,A
246467,5.588820862,13944.623,649.439331,9,B
246505,5.589682540,13945.812,1.537125,0,A
246543,5.590544218,13946.999,73.641068,5,B
246581,5.591405896,13948.187,145.751160,1,A
246619,5.592267574,13949.373,217.867386,6,B
246656,5.593106576,13950.529,288.091705,2,A
246694,5.593968254,13951.715,360.220032,7,B
246732,5.594829932,13952.900,432.354492,3,A
246770,5.595691610,13954.085,504.495087,8,B
246808,5.596553288,13955.269,576.641785,4,A
246846,5.597414966,13956.452,648.794617,9,B
246884,5.598276644,13957.635,0.953557,0,A
246922,5.599138322,13958.817,73.118622,5,B
246960,5.600000000,13960.000,145.289795,1,A
246998,5.600861678,13961.182,217.467072,6,B
247036,5.601723356,13962.362,289.650482,2,A
247074,5.602585034,13963.543,361.839966,7,B
247111,5.603424036,13964.691,432.135590,3,A
247149,5.604285714,13965.871,504.337128,8,B
247187,5.605147392,13967.050,576.544739,4,A
247225,5.606009070,13968.228,648.758484,9,B
247263,5.606870748,13969.405,0.978298,0,A
247301,5.607732426,13970.582,73.204193,5,B
247339,5.608594104,13971.759,145.436172,1,A
247377,5.609455782,13972.935,217.674240,6,B
247414,5.610294785,13974.079,288.017151,2,A
247452,5.611156463,13975.255,360.267212,7,B
247490,5.612018141,13976.429,432.523346,3,A
247528,5.612879819,13977.603,504.785553,8,B
247566,5.613741497,13978.775,577.053833,4,A
247604,5.614603175,13979.949,649.328125,9,B
247642,5.615464853,13981.120,1.608545,0,A
247680,5.616326531,13982.292,73.894997,5,B
247717,5.617165533,13983.433,144.285004,1,A
247755,5.618027211,13984.603,216.583405,6,B
247793,5.618888889,13985.773,288.887848,2,A
247831,5.619750567,13986.942,361.198364,7,B
247869,5.620612245,13988.111,433.514893,3,A
247907,5.621473923,13989.280,505.837494,8,B
247944,5.622312925,13990.417,576.262634,4,A
247982,5.623174603,13991.585,648.597168,9,B
248020,5.624036281,13992.751,0.937704,0,A
248058,5.624897959,13993.917,73.284271,5,B
248096,5.625759637,13995.082,145.636871,1,A
248133,5.626598639,13996.217,216.091232,6,B
248171,5.627460317,13997.382,288.455719,2,A
248209,5.628321995,13998.546,360.826233,7,B
248247,5.629183673,13999.710,433.202759,3,A
248285,5.630045351,14000.872,505.585266,8,B
248322,5.630884354,14002.004,576.068787,4,A
248360,5.631746032,14003.165,648.463196,9,B
248398,5.632607710,14004.326,0.863576,0,A
248436,5.633469388,14005.487,73.269974,5,B
248474,5.634331066,14006.647,145.682373,1,A
248511,5.635170068,14007.776,216.194946,6,B
248549,5.636031746,14008.936,288.619171,2,A
248587,5.636893424,14010.094,361.049408,7,B
248625,5.637755102,14011.251,433.485626,3,A
248662,5.638594104,14012.379,504.021362,8,B
248700,5.639455782,14013.535,576.469360,4,A
248738,5.640317460,14014.691,648.923401,9,B
248776,5.641179138,14015.848,1.383350,0,A
248814,5.642040816,14017.002,73.849297,5,B
248851,5.642879819,14018.127,144.413986,1,A
248889,5.643741497,14019.280,216.891708,6,B
248927,5.644603175,14020.434,289.375397,2,A
248965,5.645464853,14021.587,361.865082,7,B
249002,5.646303855,14022.709,432.452820,3,A
249040,5.647165533,14023.860,504.954254,8,B
249078,5.648027211,14025.013,577.461609,4,A
249115,5.648866213,14026.133,648.066589,9,B
249153,5.649727891,14027.282,0.585723,0,A
249191,5.650589569,14028.433,73.110779,5,B
249229,5.651451247,14029.581,145.641785,1,A
249266,5.652290249,14030.699,216.269775,6,B
249304,5.653151927,14031.848,288.812500,2,A
249342,5.654013605,14032.995,361.361145,7,B
249379,5.654852608,14034.111,432.006317,3,A
249417,5.655714286,14035.258,504.566650,8,B
249455,5.656575964,14036.403,577.132935,4,A
249493,5.657437642,14037.550,649.705139,9,B
249530,5.658276644,14038.663,0.373234,0,A
249568,5.659138322,14039.807,72.957115,5,B
249606,5.660000000,14040.950,145.546906,1,A
249643,5.660839002,14042.063,216.232117,6,B
249681,5.661700680,14043.207,288.833588,2,A
249719,5.662562358,14044.348,361.440918,7,B
249756,5.663401361,14045.458,432.143250,3,A
249794,5.664263039,14046.600,504.762238,8,B
249832,5.665124717,14047.740,577.387146,4,A
249869,5.665963719,14048.850,648.106506,9,B
249907,5.666825397,14049.988,0.743058,0,A
249945,5.667687075,14051.127,73.385475,5,B
249982,5.668526077,14052.235,144.121902,1,A
250020,5.669387755,14053.372,216.775925,6,B
250058,5.670249433,14054.509,289.435852,2,A
250095,5.671088435,14055.615,360.189301,7,B
250133,5.671950113,14056.751,432.860779,3,A
250171,5.672811791,14057.887,505.538147,8,B
250208,5.673650794,14058.991,576.308594,4,A
250246,5.674512472,14060.125,648.997559,9,B
250284,5.675374150,14061.258,1.692362,0,A
250321,5.676213152,14062.361,72.479782,5,B
250359,5.677074830,14063.494,145.186157,1,A
250397,5.677936508,14064.626,217.898376,6,B
250434,5.678775510,14065.727,288.702728,2,A
250472,5.679637188,14066.856,361.426514,7,B
250509,5.680476190,14067.959,432.242096,3,A
250547,5.681337868,14069.087,504.977386,8,B
250585,5.682199546,14070.217,577.718506,4,A
250622,5.683038549,14071.315,648.551025,9,B
250660,5.683900227,14072.443,1.303677,0,A
250697,5.684739229,14073.541,72.147385,5,B
250735,5.685600907,14074.667,144.911530,1,A
250773,5.686462585,14075.793,217.681503,6,B
250810,5.687301587,14076.890,288.542084,2,A
250848,5.688163265,14078.015,361.323547,7,B
250885,5.689002268,14079.108,432.195282,3,A
250923,5.689863946,14080.233,504.988220,8,B
250961,5.690725624,14081.355,577.786987,4,A
250998,5.691564626,14082.449,648.675537,9,B
251036,5.692426304,14083.572,1.485730,0,A
251073,5.693265306,14084.665,72.385445,5,B
251111,5.694126984,14085.785,145.207092,1,A
251148,5.694965986,14086.877,216.117950,6,B
251186,5.695827664,14087.996,288.951019,2,A
251224,5.696689342,14089.115,361.789886,7,B
251261,5.697528345,14090.204,432.717499,3,A
251299,5.698390023,14091.323,505.567810,8,B
251336,5.699229025,14092.412,576.506531,4,A
251374,5.700090703,14093.529,649.368225,9,B
251411,5.700929705,14094.615,0.318039,0,A
251449,5.701791383,14095.732,73.191124,5,B
251486,5.702630385,14096.818,144.152039,1,A
251524,5.703492063,14097.933,217.036499,6,B
251561,5.704331066,14099.018,288.008484,2,A
251599,5.705192744,14100.132,360.904327,7,B
251637,5.706054422,14101.245,433.805939,3,A
251674,5.706893424,14102.328,504.794586,8,B
251712,5.707755102,14103.440,577.707520,4,A
251749,5.708594104,14104.522,648.707214,9,B
251787,5.709455782,14105.634,1.631524,0,A
251824,5.710294785,14106.715,72.642265,5,B
251862,5.711156463,14107.824,145.577881,1,A
251899,5.711995465,14108.904,216.599655,6,B
251937,5.712857143,14110.014,289.546600,2,A
251974,5.713696145,14111.092,360.579376,7,B
252012,5.714557823,14112.199,433.537628,3,A
252049,5.715396825,14113.277,504.581421,8,B
252087,5.716258503,14114.384,577.550964,4,A
252124,5.717097506,14115.461,648.605713,9,B
252162,5.717959184,14116.566,1.586557,0,A
252199,5.718798186,14117.641,72.652321,5,B
252237,5.719659864,14118.745,145.644409,1,A
252274,5.720498866,14119.819,216.721146,6,B
252312,5.721360544,14120.922,289.724487,2,A
252349,5.722199546,14121.996,360.812195,7,B
252387,5.723061224,14123.098,433.826813,3,A
252424,5.723900227,14124.170,504.925446,8,B
252461,5.724739229,14125.242,576.029480,4,A
252499,5.725600907,14126.342,649.060852,9,B
252536,5.726439909,14127.413,0.175818,0,A
252574,5.727301587,14128.512,73.218422,5,B
252611,5.728140590,14129.581,144.344299,1,A
252649,5.729002268,14130.680,217.398117,6,B
252686,5.729841270,14131.747,288.534912,2,A
252724,5.730702948,14132.844,361.599915,7,B
252761,5.731541950,14133.912,432.747589,3,A
252799,5.732403628,14135.007,505.823792,8,B
252836,5.733242630,14136.073,576.982361,4,A
252873,5.734081633,14137.139,648.146301,9,B
252911,5.734943311,14138.232,1.239171,0,A
252948,5.735782313,14139.297,72.413979,5,B
252986,5.736643991,14140.390,145.518005,1,A
253023,5.737482993,14141.453,216.703674,6,B
253061,5.738344671,14142.545,289.818848,2,A
253098,5.739183673,14143.607,361.015350,7,B
253135,5.740022676,14144.668,432.217194,3,A
253173,5.740884354,14145.759,505.348999,8,B
253210,5.741723356,14146.819,576.561646,4,A
253248,5.742585034,14147.908,649.704590,9,B
253285,5.743424036,14148.967,0.928081,0,A
253322,5.744263039,14150.027,72.156914,5,B
253360,5.745124717,14151.113,145.316391,1,A
253397,5.745963719,14152.171,216.556030,6,B
253435,5.746825397,14153.257,289.726593,2,A
253472,5.747664399,14154.313,360.977020,7,B
253509,5.748503401,14155.369,432.232758,3,A
253547,5.749365079,14156.453,505.419861,8,B
253584,5.750204082,14157.509,576.686340,4,A
253622,5.751065760,14158.592,649.884521,9,B
253659,5.751904762,14159.646,1.161784,0,A
253696,5.752743764,14160.699,72.444359,5,B
253734,5.753605442,14161.780,145.658997,1,A
253771,5.754444444,14162.832,216.952316,6,B
253808,5.755283447,14163.884,288.250916,2,A
253846,5.756145125,14164.964,361.482025,7,B
253883,5.756984127,14166.015,432.791382,3,A
253920,5.757823129,14167.063,504.105988,8,B
253958,5.758684807,14168.142,577.353516,4,A
253995,5.759523810,14169.191,648.678833,9,B
254032,5.760362812,14170.238,0.009472,0,A
254070,5.761224490,14171.314,73.273430,5,B
254107,5.762063492,14172.362,144.614731,1,A
254145,5.762925170,14173.437,217.889648,6,B
254182,5.763764172,14174.483,289.241638,2,A
254219,5.764603175,14175.529,360.598877,7,B
254257,5.765464853,14176.602,433.890167,3,A
254294,5.766303855,14177.646,505.258087,8,B
254331,5.767142857,14178.689,576.631226,4,A
254368,5.767981859,14179.732,648.009644,9,B
254406,5.768843537,14180.805,1.322676,0,A
254443,5.769682540,14181.846,72.711731,5,B
254480,5.770521542,14182.888,144.106033,1,A
254518,5.771383220,14183.957,217.435364,6,B
254555,5.772222222,14184.996,288.840271,2,A
254592,5.773061224,14186.037,360.250427,7,B
254630,5.773922902,14187.104,433.596039,3,A
254667,5.774761905,14188.143,505.016815,8,B
254704,5.775600907,14189.180,576.442810,4,A
254742,5.776462585,14190.247,649.804626,9,B
254779,5.777301587,14191.283,1.241223,0,A
254816,5.778140590,14192.319,72.683014,5,B
254853,5.778979592,14193.356,144.130020,1,A
254891,5.779841270,14194.419,217.513458,6,B
254928,5.780680272,14195.453,288.971039,2,A
254965,5.781519274,14196.489,360.433807,7,B
255003,5.782380952,14197.550,433.833435,3,A
255040,5.783219955,14198.583,505.306763,8,B
255077,5.784058957,14199.615,576.785278,4,A
255114,5.784897959,14200.647,648.269043,9,B
255152,5.785759637,14201.706,1.690151,0,A
255189,5.786598639,14202.737,73.184402,5,B
255226,5.787437642,14203.768,144.683838,1,A
255263,5.788276644,14204.797,216.188461,6,B
255301,5.789138322,14205.854,289.631012,2,A
255338,5.789977324,14206.884,361.146149,7,B
255375,5.790816327,14207.910,432.666443,3,A
255412,5.791655329,14208.938,504.191925,8,B
255450,5.792517007,14209.992,577.655884,4,A
255487,5.793356009,14211.019,649.191833,9,B
255524,5.794195011,14212.044,0.732949,0,A
255561,5.795034014,14213.069,72.279221,5,B
255599,5.795895692,14214.122,145.764557,1,A
255636,5.796734694,14215.146,217.321274,6,B
255673,5.797573696,14216.169,288.883148,2,A
255710,5.798412698,14217.192,360.450195,7,B
255747,5.799251701,14218.214,432.022369,3,A
255785,5.800113379,14219.264,505.534302,8,B
255822,5.800952381,14220.285,577.116882,4,A
255859,5.801791383,14221.306,648.704651,9,B
255896,5.802630385,14222.325,0.297521,0,A
255934,5.803492063,14223.371,73.830688,5,B
255971,5.804331066,14224.392,145.433975,1,A
256008,5.805170068,14225.408,217.042374,6,B
256045,5.806009070,14226.428,288.655914,2,A
256082,5.806848073,14227.444,360.274567,7,B
256120,5.807709751,14228.488,433.834198,3,A
256157,5.808548753,14229.504,505.463226,8,B
256194,5.809387755,14230.520,577.097351,4,A
256231,5.810226757,14231.534,648.736633,9,B
256268,5.811065760,14232.549,0.380972,0,A
256305,5.811904762,14233.562,72.030434,5,B
256343,5.812766440,14234.604,145.621674,1,A
256380,5.813605442,14235.615,217.281479,6,B
256417,5.814444444,14236.627,288.946381,2,A
256454,5.815283447,14237.639,360.616364,7,B
256491,5.816122449,14238.649,432.291443,3,A
256529,5.816984127,14239.688,505.908997,8,B
256566,5.817823129,14240.697,577.594360,4,A
256603,5.818662132,14241.706,649.284851,9,B
256640,5.819501134,14242.714,0.980398,0,A
256677,5.820340136,14243.723,72.681023,5,B
256714,5.821179138,14244.729,144.386719,1,A
256751,5.822018141,14245.736,216.097488,6,B
256789,5.822879819,14246.771,289.751648,2,A
256826,5.823718821,14247.776,361.472687,7,B
256863,5.824557823,14248.781,433.198792,3,A
256900,5.825396825,14249.785,504.929932,8,B
256937,5.826235828,14250.789,576.666138,4,A
256974,5.827074830,14251.793,648.407410,9,B
257011,5.827913832,14252.796,0.153717,0,A
257049,5.828775510,14253.824,73.844368,5,B
257086,5.829614512,14254.826,145.600906,1,A
257123,5.830453515,14255.827,217.362488,6,B
257160,5.831292517,14256.828,289.129089,2,A
257197,5.832131519,14257.827,360.900757,7,B
257234,5.832970522,14258.827,432.677429,3,A
257271,5.833809524,14259.826,504.459137,8,B
257308,5.834648526,14260.824,576.245911,4,A
257345,5.835487528,14261.821,648.037659,9,B
257383,5.836349206,14262.846,1.774957,0,A
257420,5.837188209,14263.843,73.576897,5,B
257457,5.838027211,14264.838,145.383850,1,A
257494,5.838866213,14265.834,217.195801,6,B
257531,5.839705215,14266.828,289.012787,2,A
257568,5.840544218,14267.822,360.834747,7,B
257605,5.841383220,14268.816,432.661743,3,A
257642,5.842222222,14269.810,504.493713,8,B
257679,5.843061224,14270.802,576.330688,4,A
257716,5.843900227,14271.793,648.172668,9,B
257753,5.844739229,14272.785,0.019634,0,A
257791,5.845600907,14273.802,73.813599,5,B
257828,5.846439909,14274.792,145.670670,1,A
257865,5.847278912,14275.782,217.532730,6,B
257902,5.848117914,14276.771,289.399750,2,A
257939,5.848956916,14277.759,361.271790,7,B
257976,5.849795918,14278.746,433.148773,3,A
258013,5.850634921,14279.734,505.030731,8,B
258050,5.851473923,14280.721,576.917664,4,A
258087,5.852312925,14281.707,648.809509,9,B
258124,5.853151927,14282.692,0.706390,0,A
258161,5.853990930,14283.678,72.608200,5,B
258198,5.854829932,14284.661,144.514969,1,A
258235,5.855668934,14285.645,216.426697,6,B
258272,5.856507937,14286.628,288.343353,2,A
258309,5.857346939,14287.610,360.264984,7,B
258346,5.858185941,14288.593,432.191559,3,A
258383,5.859024943,14289.574,504.123047,8,B
258420,5.859863946,14290.555,576.059509,4,A
258457,5.860702948,14291.535,648.000916,9,B
258495,5.861564626,14292.542,1.891768,0,A
258532,5.862403628,14293.521,73.843147,5,B
258569,5.863242630,14294.499,145.799454,1,A
258606,5.864081633,14295.478,217.760681,6,B
258643,5.864920635,14296.454,289.726837,2,A
258680,5.865759637,14297.431,361.697906,7,B
258717,5.866598639,14298.407,433.673889,3,A
258754,5.867437642,14299.383,505.654785,8,B
258791,5.868276644,14300.357,577.640564,4,A
258828,5.869115646,14301.332,649.631287,9,B
258865,5.869954649,14302.306,1.626925,0,A
258902,5.870793651,14303.279,73.627441,5,B
258939,5.871632653,14304.252,145.632858,1,A
258976,5.872471655,14305.224,217.643173,6,B
259013,5.873310658,14306.194,289.658386,2,A
259050,5.874149660,14307.166,361.678467,7,B
259087,5.874988662,14308.136,433.703430,3,A
259124,5.875827664,14309.107,505.733307,8,B
259161,5.876666667,14310.075,577.768066,4,A
259198,5.877505669,14311.044,649.807678,9,B
259235,5.878344671,14312.012,1.852154,0,A
259272,5.879183673,14312.979,73.901520,5,B
259308,5.880000000,14313.921,144.008270,1,A
259345,5.880839002,14314.887,216.067245,6,B
259382,5.881678005,14315.852,288.131073,2,A
259419,5.882517007,14316.816,360.199768,7,B
259456,5.883356009,14317.782,432.273315,3,A
259493,5.884195011,14318.745,504.351715,8,B
259530,5.885034014,14319.708,576.434937,4,A
259567,5.885873016,14320.671,648.523071,9,B
259604,5.886712018,14321.634,0.615988,0,A
259641,5.887551020,14322.595,72.713768,5,B
259678,5.888390023,14323.556,144.816391,1,A
259715,5.889229025,14324.517,216.923859,6,B
259752,5.890068027,14325.477,289.036133,2,A
259789,5.890907029,14326.435,361.153259,7,B
259826,5.891746032,14327.394,433.275208,3,A
259863,5.892585034,14328.352,505.401978,8,B
259900,5.893424036,14329.310,577.533569,4,A
259937,5.894263039,14330.267,649.669983,9,B
259974,5.895102041,14331.223,1.811218,0,A
260010,5.895918367,14332.152,72.007301,5,B
260047,5.896757370,14333.108,144.158020,1,A
260084,5.897596372,14334.062,216.313538,6,B
260121,5.898435374,14335.016,288.473877,2,A
260158,5.899274376,14335.969,360.639008,7,B
260195,5.900113379,14336.922,432.808929,3,A
260232,5.900952381,14337.873,504.983643,8,B
